id,location,state,file,fileSource,latitude,longitude,Tout,ToutDailyVar,ToutAnnualVar,CDD18,CDD25,radDirNorm,radDiffHoriz,windSpeedMet,elevation,CDD18study
250,Floresta,PE,BRA_PE_Floresta.819770_INMET.epw,INMET,-8.61,-38.59,26.60287671,10.12712329,8.741666667,3140.320833,910.3083333,103.997032,101.540411,2.952522831,329,2741.7125
251,Garanhuns,PE,BRA_PE_Garanhuns.819550_INMET.epw,INMET,-8.89,-36.49,21.03924658,7.728493151,7.791666667,1157.85,133.0791667,88.22477169,104.3509132,3.107694064,823,1003.766667
252,Ibimirim,PE,BRA_PE_Ibimirim.819540_INMET.epw,INMET,-8.51,-37.71,25.59972603,10.79972603,9.370833333,2778.6625,752.4958333,113.5925799,97.73892694,2.554600457,448,2414.354167
253,Palmares,PE,BRA_PE_Palmares.819570_INMET.epw,INMET,-8.67,-35.57,25.0530137,8.583287671,6.979166667,2574.35,503.3666667,76.17031963,109.7921233,2.104257991,180,2235
254,Petrolina,PE,BRA_PE_Petrolina.819910_INMET.epw,INMET,-9.39,-40.51,26.91041096,9.15890411,8.229166667,3252.3,933.725,103.747032,100.3757991,3.07956621,370,2828.3
255,Recife,PE,BRA_PE_Recife.819580_INMET.epw,INMET,-8.05,-34.88,25.75100457,6.690958904,5.704166667,2829.116667,544.9583333,136.8791096,98.86267123,1.829075342,10,2470.4875
256,Serra Talhada,PE,BRA_PE_Serra.Talhada.819120_INMET.epw,INMET,-7.95,-38.29,25.26196347,9.874246575,8.329166667,2651.916667,626.7166667,100.8103881,101.5487443,2.258926941,461,2355.5375
257,Surubim,PE,BRA_PE_Surubim.819170_INMET.epw,INMET,-7.84,-35.79,24.21863014,9.18739726,6.4625,2271.058333,422.75,100.7408676,103.7389269,3.332728311,418,1970.575
258,Alvorada do Gurguéia,PI,BRA_PI_Alvorada.do.Gurgueia.818460_INMET.epw,INMET,-8.44,-43.86,26.30535388,9.246575342,8.670833333,3031.566667,826.4291667,109.8628995,95.96369863,1.757214612,270,2687.8625
259,Bom Jesus do Piaui,PI,BRA_PI_Bom.Jesus.do.Piaui.829750_INMET.epw,INMET,-9.07,-44.36,26.39155251,11.45506849,10.35416667,3065.704167,934.3458333,101.4178082,97.06255708,1.697191781,331,2728.079167
260,Caracol,PI,BRA_PI_Caracol.819880_INMET.epw,INMET,-9.29,-43.32,24.69560502,11.78328767,9.675,2483.075,654.55,113.8377854,94.1966895,2.006107306,100,2214.783333
261,Castelo do Piaui,PI,BRA_PI_Castelo.do.Piaui.818290_INMET.epw,INMET,-5.35,-41.51,27.32623288,10.65232877,7.966666667,3405.054167,1104.004167,111.2181507,99.17305936,2.047203196,286,3032.1875
262,Esperantina,PI,BRA_PI_Esperantina.817510_INMET.epw,INMET,-3.9,-42.26,26.98109589,11.19150685,6.416666667,3278.1,980.2208333,111.308105,99.00148402,1.536906393,65,2880.604167
263,Floriano,PI,BRA_PI_Floriano.818680_INMET.epw,INMET,-6.77,-43.02,27.58409817,10.13643836,9.929166667,3498.2,1116.279167,94.59634703,98.11141553,1.402705479,123,3070.120833
264,Gilbués,PI,BRA_PI_Gilbues.819860_INMET.epw,INMET,-9.87,-45.35,26.49365297,10.58191781,9.483333333,3100.766667,900.1583333,121.2007991,93.56324201,2.446803653,425,2767.6875
265,Oeiras,PI,BRA_PI_Oeiras.818690_INMET.epw,INMET,-6.97,-42.15,26.79577626,12.49041096,8.245833333,3219.116667,1058.575,104.2590183,97.84680365,1.648025114,156,2855.679167
266,Parnaíba,PI,BRA_PI_Parnaiba.817520_INMET.epw,INMET,-2.9,-41.78,27.34453196,10.0230137,6.758333333,3410.754167,1022.920833,98.71164384,104.9289954,3.115239726,80,3018.545833
267,Paulistana,PI,BRA_PI_Paulistana.828820_INMET.epw,INMET,-8.14,-41.15,27.58108447,9.868493151,9.208333333,3497.095833,1130.35,124.8575342,92.39600457,3.318344749,374,3106.070833
268,Picos,PI,BRA_PI_Picos.827910_INMET.epw,INMET,-7.07,-41.4,28.21813927,12.69671233,9.466666667,3730.370833,1414.458333,109.3627854,98.40570776,2.159417808,233,3331.683333
269,Piripiri,PI,BRA_PI_Piripiri.817940_INMET.epw,INMET,-4.27,-41.78,27.90363014,11.79369863,7.708333333,3614.825,1248.229167,123.6428082,95.74577626,1.517534247,161,3192.433333
270,São João do Piauí,PI,BRA_PI_Sao.Joao.do.Piaui.818480_INMET.epw,INMET,-8.36,-42.25,28.24011416,11.29150685,9.979166667,3737.641667,1340.116667,121.3552511,93.26849315,2.076130137,235,3333.883333
271,São Pedro do Piauí,PI,BRA_PI_Sao.Pedro.do.Piaui.818280_INMET.epw,INMET,-5.91,-42.72,26.23461187,10.23616438,7.845833333,3005.6875,796.4291667,104.8522831,98.40376712,1.660159817,287,2669.075
272,São Raimundo Nonato,PI,BRA_PI_Sao.Raimundo.Nonato.819890_INMET.epw,INMET,-9.03,-42.7,27.03424658,11.15287671,7.9125,3303.25,1046.2875,111.8993151,95.12899543,1.694543379,402,2911.525
273,Teresina,PI,BRA_PI_Teresina.818320_INMET.epw,INMET,-5.09,-42.8,27.6931621,11.54027397,7.466666667,3538.129167,1186.233333,109.0321918,100.0978311,1.304874429,74,3127.704167
274,Uruçuí,PI,BRA_PI_Urucui.819050_INMET.epw,INMET,-7.47,-44.34,25.81405251,9.913150685,8.654166667,2852.2125,714.2041667,98.82294521,96.37214612,1.069269406,393,2510.9125
275,Valença do Piauí,PI,BRA_PI_Valenca.do.Piaui.818700_INMET.epw,INMET,-6.4,-41.74,27.06648402,11.37013699,8.408333333,3309.275,1048.104167,100.4186073,99.60308219,1.706175799,301,2945.620833
276,Castro,PR,BRA_PR_Castro.869210_INMET.epw,INMET,-24.79,-50.01,16.87437215,10.38082192,14.5375,536.6208333,36.74583333,65.58755708,88.10958904,1.830753425,1008,465.8041667
277,Cidade Gaúcha,PR,BRA_PR_Cidade.Gaucha.868980_INMET.epw,INMET,-23.36,-52.93,22.8206621,10.77178082,19.2125,1930.604167,441.2291667,81.59748858,91.74212329,1.973710046,381,1679.375
278,Clevelândia,PR,BRA_PR_Clevelandia.869390_INMET.epw,INMET,-26.42,-52.35,17.5685274,9.837534247,19.99583333,643.7458333,51.73333333,75.52694064,88.3152968,2.907796804,980,565.1083333
279,Curitiba,PR,BRA_PR_Curitiba.838420_INMET.epw,INMET,-25.43,-49.27,17.38077626,8.92739726,15.03333333,553.3916667,41.5,58.96940639,88.31940639,2.177477169,924,477.1833333
280,Diamante do Norte,PR,BRA_PR_Diamante.do.Norte.868610_INMET.epw,INMET,-22.64,-52.89,22.79497717,10.52821918,18.53333333,1906.2375,410.3833333,94.01712329,90.60525114,2.951278539,362,1662.608333
281,Dois Vizinhos,PR,BRA_PR_Dois.Vizinhos.869270_INMET.epw,INMET,-25.69,-53.09,20.0176484,10.87917808,20.24583333,1192.291667,207.0583333,87.41495434,88.2086758,2.765114155,520,1011.129167
282,Foz do Iguaçu,PR,BRA_PR_Foz.do.Iguacu-Cataratas.Intl.AP.869250_INMET.epw,INMET,-25.6,-54.48,21.54128995,10.47945205,23.57083333,1710.470833,415.7458333,71.31244292,87.11952055,2.717363014,231,1451.820833
283,General Carneiro,PR,BRA_PR_General.Carneiro.869410_INMET.epw,INMET,-26.4,-51.35,15.84160959,11.42273973,16.53333333,462.7,42.875,55.13573059,82.09623288,1.360513699,1018,398.9875
284,Ibaiti,PR,BRA_PR_Ibaiti.869020_INMET.epw,INMET,-23.77,-50.18,20.21466895,9.434246575,18.14166667,1137.025,150.0041667,78.74885845,90.56689498,2.545856164,930,999.1541667
285,Icaraíma,PR,BRA_PR_Icaraima.868970_INMET.epw,INMET,-23.4,-53.61,22.41539954,9.64739726,21.20416667,1841.391667,361.6666667,89.71438356,85.79223744,3.069452055,385,1566.1875
286,Ilha do Mel,PR,BRA_PR_Ilha.do.Mel.869350_INMET.epw,INMET,-25.57,-48.32,21.06252283,5.517534247,12.95833333,1236.4125,77.675,62.5576484,83.48881279,2.696598174,1,1029.729167
287,Inácio Martins,PR,BRA_PR_Inacio.Martins.869290_INMET.epw,INMET,-25.57,-51.08,16.28953196,8.242465753,18.10416667,375.5,7.7,67.70993151,86.15947489,2.686552511,1260,310.4208333
288,Ivaí,PR,BRA_PR_Ivai.869300_INMET.epw,INMET,-25.01,-50.86,19.09050228,10.8090411,18.5875,1000.954167,130.3833333,69.1783105,89.55079909,1.777853881,808,842.1083333
289,Joaquim Távora,PR,BRA_PR_Joaquim.Tavora.869030_INMET.epw,INMET,-23.5,-49.9,20.51113014,10.98575342,18.21666667,1283.791667,198.4208333,81.58835616,91.61027397,2.780296804,522,1109.116667
290,Londrina,PR,BRA_PR_Londrina.837680_INMET.epw,INMET,-23.38,-51.18,21.8308105,11.01616438,17.925,1658.583333,303.3541667,52.90376712,96.53573059,2.330821918,566,1440.395833
291,Marechal Cândido Rondon,PR,BRA_PR_Marechal.Candido.Rondon.869160_INMET.epw,INMET,-24.56,-54.06,21.40307078,11.21315068,20.87083333,1555.366667,331.7166667,83.3640411,90.07899543,3.356621005,392,1339.575
292,Maringá,PR,BRA_PR_Maringa.868990_INMET.epw,INMET,-23.42,-51.94,23.02703196,9.418630137,19.52916667,1983.566667,369.9416667,83.87614155,92.40993151,2.232945205,542,1738.720833
293,Nova Fátima,PR,BRA_PR_Nova.Fatima.869010_INMET.epw,INMET,-23.43,-50.56,20.77063927,9.523835616,17.34166667,1258.245833,142.4041667,88.95502283,90.13002283,3.129178082,668,1101.820833
294,Nova Tebas,PR,BRA_PR_Nova.Tebas.869190_INMET.epw,INMET,-24.44,-51.94,20.20173516,10.04739726,14.94583333,1155.3875,155.4708333,91.00753425,90.02157534,0,654,997.1083333
295,Paranapoema,PR,BRA_PR_Paranapoema.868620_INMET.epw,INMET,-22.49,-52.13,22.86751142,11.18219178,18.82083333,1934.65,433.7291667,90.15707763,91.68550228,3.012899543,311,1685.033333
296,Planalto,PR,BRA_PR_Planalto.869260_INMET.epw,INMET,-25.72,-53.75,21.32466895,10.25726027,22.06666667,1548.720833,310.45,82.06369863,88.47842466,2.929121005,346,1298.145833
297,Arraial do Cabo,RJ,BRA_RJ_Arraial.do.Cabo.868920_INMET.epw,INMET,-22.97,-42.03,22.93054795,3.662739726,8.770833333,1801.9625,60.34583333,86.24200913,84.66689498,3.774748858,4,1594.475
298,Cambuci,RJ,BRA_RJ_Cambuci.868540_INMET.epw,INMET,-21.58,-41.91,23.304121,10.17890411,13.37083333,2024.95,401.0416667,78.72442922,91.18824201,2.456050228,35,1744.833333
299,Campos dos Goytacazes,RJ,BRA_RJ_Campos.dos.Goytacazes.868550_INMET.epw,INMET,-21.75,-41.32,24.01347032,8.248219178,10.75,2212.4,391.75,81.8086758,92.39383562,3.109440639,25,1924.829167
300,Duque de Caxias,RJ,BRA_RJ_Duque.de.Caxias-Xerem.868770_INMET.epw,INMET,-22.57,-43.3,23.05347032,10.31808219,14.57916667,1956.3875,426.3208333,59.29372146,87.67511416,0.912853881,0,1683.9875
301,Farol de São Tomé,RJ,BRA_RJ_Farol.de.Sao.Tome.868900_INMET.epw,INMET,-22.04,-41.05,23.78877854,5.130958904,9.375,2121.454167,201.9208333,95.18687215,85.78710046,3.785673516,4,1851.05
302,Macaé,RJ,BRA_RJ_Macae.868910_INMET.epw,INMET,-22.37,-41.79,23.57098174,8.333972603,11.17916667,2061.279167,344.9583333,83.11038813,88.56107306,2.424509132,32,1791.879167
303,Niterói,RJ,BRA_RJ_Niteroi.868810_INMET.epw,INMET,-22.91,-43.13,21.9460274,5.590410959,13.16666667,1477.441667,99.75416667,69.86255708,87.20981735,1.795057078,13,1283.1875
304,Paraty,RJ,BRA_RJ_Paraty.869130_INMET.epw,INMET,-23.22,-44.71,22.01192922,8.099726027,11.0375,1566.095833,190.8625,72.18721461,83.47853881,1.603984018,4,1331.6375
305,Petrópolis,RJ,BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET.epw,INMET,-22.46,-43.3,13.60248858,5.500547945,13.35,47.025,0,59.66849315,88.62146119,4.698721461,1777,40.93333333
306,Resende,RJ,BRA_RJ_Resende.837380_INMET.epw,INMET,-22.47,-44.45,20.70146119,9.724109589,12.00833333,1214.8875,164.6333333,65.52226027,86.42317352,1.805490868,440,1058.995833
307,Rio de Janeiro,RJ,BRA_RJ_Rio.de.Janeiro-Vila.Militar.868790_INMET.epw,INMET,-22.86,-43.41,23.15115297,9.143013699,13.6125,1962.4625,359.2125,72.82317352,84.09394977,1.368527397,45,1698.620833
308,Teresópolis,RJ,BRA_RJ_Teresopolis.868880_INMET.epw,INMET,-22.41,-42.97,17.8371347,7.870958904,15.92083333,531.5291667,22.55,67.46210046,80.58447489,0.99913242,980,454.0458333
309,Valença,RJ,BRA_RJ_Valenca.868750_INMET.epw,INMET,-22.25,-43.7,22.14452055,9.965479452,14.44166667,1674.316667,287.6875,82.42614155,87.77910959,1.518253425,367,1467.804167
310,Apodi,RN,BRA_RN_Apodi.818350_INMET.epw,INMET,-5.63,-37.83,26.76208904,10.15506849,7.291666667,3198.1625,884.0208333,126.9573059,94.29143836,2.599018265,150,2775.508333
311,Caicó,RN,BRA_RN_Caico.818750_INMET.epw,INMET,-6.46,-37.1,27.77422374,10.73753425,7.508333333,3567.591667,1185.983333,127.0777397,95.00684932,3.127420091,170,3116.041667
312,Macau,RN,BRA_RN_Macau.818360_INMET.epw,INMET,-5.11,-36.63,26.90243151,6.630410959,4.1125,3249.3875,782.875,106.7276256,101.2074201,4.225079909,3,2842.629167
313,Mossoró,RN,BRA_RN_Mossoro.818340_INMET.epw,INMET,-5.19,-37.34,26.71141553,9.079452055,5.270833333,3179.691667,822.3625,125.0205479,93.95239726,3.318344749,36,2773.283333
314,Natal,RN,BRA_RN_Natal.818390_INMET.epw,INMET,-5.8,-35.21,26.90243151,6.630410959,4.1125,3249.3875,782.875,106.7416667,101.053653,4.225308219,49,2842.629167
315,Touros,RN,BRA_RN_Touros.818380_INMET.epw,INMET,-5.16,-35.49,26.84059361,4.783561644,6.370833333,3226.816667,760.2291667,133.6002283,90.61392694,6.574920091,17,2814.658333
316,Ariquemes,RO,BRA_RO_Ariquemes.819700_INMET.epw,INMET,-9.95,-62.96,25.63237443,9.844109589,11.24166667,2788.095833,654.35,73.56803653,101.0015982,1.362146119,140,2454.220833
317,Cacoal,RO,BRA_RO_Cacoal.866220_INMET.epw,INMET,-11.45,-61.43,26.14655251,10.0769863,9.358333333,2974.479167,775.1291667,71.13139269,102.1263699,1.276084475,210,2619.895833
318,Porto Velho,RO,BRA_RO_Porto.Velho.819320_INMET.epw,INMET,-8.76,-63.9,25.93243151,8.73369863,10.84166667,2895.966667,646.9916667,57.68116438,99.75205479,1.403424658,95,2551.383333
319,Vilhena,RO,BRA_RO_Vilhena.866420_INMET.epw,INMET,-12.73,-60.16,24.21474886,8.891780822,14.65416667,2287.591667,398.5958333,69.425,99.84657534,1.786175799,590,2009.716667
320,Boa Vista,RR,BRA_RR_Boa.Vista.816150_INMET.epw,INMET,2.8,-60.65,27.01122146,8.572876712,6.816666667,3289.095833,876.3,72.0347032,100.5982877,1.522785388,90,2886.5375
321,Alegrete,RS,BRA_RS_Alegrete.869750_INMET.epw,INMET,-29.78,-55.79,19.15522831,10.5660274,24.54583333,1212.8,257.1541667,83.89771689,85.27077626,2.531038813,121,981.4708333
322,Bagé,RS,BRA_RS_Bage.839800_INMET.epw,INMET,-31.33,-54.11,17.62994292,10.03452055,23.85833333,819.4083333,138.8833333,78.81335616,84.90582192,3.516997717,230,644.25
323,Bento Gonçalves,RS,BRA_RS_Bento.Goncalves.869790_INMET.epw,INMET,-29.17,-51.52,17.1763242,8.715890411,19.99166667,617.5291667,58.7,72.20159817,83.831621,2.83890411,640,497.8416667
324,Caçapava do Sul,RS,BRA_RS_Cacapava.do.Sul.869860_INMET.epw,INMET,-30.51,-53.49,17.59594749,8.474794521,20.84166667,743.4916667,82.225,79.44497717,84.10079909,3.933938356,420,605.3666667
325,Camaquã,RS,BRA_RS_Camaqua.869890_INMET.epw,INMET,-30.81,-51.83,17.92069635,9.54739726,19.74166667,813.0916667,105.0708333,64.06723744,82.80856164,1.662636986,108,643.3083333
326,Canela,RS,BRA_RS_Canela.AP.869800_INMET.epw,INMET,-29.37,-50.83,15.64268265,7.952876712,20.9625,410.9083333,18.42083333,60.83618721,81.38847032,2.873196347,830,358.5625
327,Canguçu,RS,BRA_RS_Cangucu.869930_INMET.epw,INMET,-31.41,-52.7,16.24605023,7.818356164,19.475,532.0166667,37.73333333,60.4956621,80.61369863,5.14847032,464,452.7041667
328,Chuí,RS,BRA_RS_Chui.869980_INMET.epw,INMET,-33.74,-53.37,17.24181507,7.303013699,20.6,696.2791667,46.75833333,72.70239726,82.38607306,3.710605023,26,538.6666667
329,Cruz Alta,RS,BRA_RS_Cruz.Alta.839120_INMET.epw,INMET,-28.6,-53.67,18.57393836,11.09835616,23.04583333,1002.695833,186.5583333,84.43618721,86.21826484,3.375273973,432,814.6083333
330,Erechim,RS,BRA_RS_Erechim.869540_INMET.epw,INMET,-27.63,-52.27,17.45283105,10.3030137,19.8125,674.7333333,72.69583333,79.45936073,86.48299087,2.18946347,765,553.6833333
331,Frederico Westphalen,RS,BRA_RS_Frederico.Westphalen.869510_INMET.epw,INMET,-27.4,-53.43,19.25374429,10.09753425,21.77916667,1067.591667,171.5333333,78.8380137,85.93767123,2.000228311,490,872.9875
332,Jaguarão,RS,BRA_RS_Jaguarao.869960_INMET.epw,INMET,-32.57,-53.38,17.860879,9.552876712,21.05833333,863.65,109.1625,67.76974886,83.62899543,2.856187215,47,699.5208333
333,Lagoa Vermelha,RS,BRA_RS_Lagoa.Vermelha.869650_INMET.epw,INMET,-28.22,-51.51,16.61941781,9.635342466,19.3875,534.9375,46.13333333,71.15730594,87.2053653,3.362636986,842,438.4541667
334,Mostardas,RS,BRA_RS_Mostardas.839700_INMET.epw,INMET,-31.25,-50.91,18.87122146,5.129863014,17.50416667,854.9375,22.5,82.61678082,83.57111872,5.907385845,10,714.3916667
335,Palmeira das Missões,RS,BRA_RS_Palmeira.das.Missoes.869530_INMET.epw,INMET,-27.92,-53.32,18.37181507,9.59369863,23.24583333,865.4708333,107.4583333,77.1097032,86.37283105,2.647191781,642,731.5208333
336,Passo Fundo,RS,BRA_RS_Passo.Fundo.869630_INMET.epw,INMET,-28.26,-52.41,17.50045662,9.771232877,21.15416667,690.0875,81.4625,77.4946347,84.66575342,3.613858447,684,566.7625
337,Porto Alegre,RS,BRA_RS_Porto.Alegre.869880_INMET.epw,INMET,-30.03,-51.23,20.02686073,9.155068493,21.52916667,1217.120833,216.3125,66.52363014,82.6369863,1.54783105,47,968.075
338,Quaraí,RS,BRA_RS_Quarai.869820_INMET.epw,INMET,-30.37,-56.44,19.05133562,11.64520548,24.45416667,1259.9,308.5083333,81.91700913,84.20799087,3.158139269,124,1012.295833
339,Rio Pardo,RS,BRA_RS_Rio.Pardo.869780_INMET.epw,INMET,-29.87,-52.38,18.79203196,9.313972603,21.88333333,993.9125,161.725,76.12180365,81.20787671,2.865844749,111,806.8541667
340,Santa Maria,RS,BRA_RS_Santa.Maria.839360_INMET.epw,INMET,-29.68,-53.81,19.04189498,10.25369863,21.76666667,1115.645833,208.3208333,70.90045662,80.95616438,2.061118721,95,888.3625
341,Santana do Livramento,RS,BRA_RS_Santana.do.Livramento.839530_INMET.epw,INMET,-30.89,-55.53,17.5811758,10.33123288,24.01666667,873.1,154.5583333,68.52123288,80.89691781,3.131255708,328,686.525
342,Santiago,RS,BRA_RS_Santiago.869760_INMET.epw,INMET,-29.19,-54.89,18.62526256,9.878630137,22.59166667,1077.291667,182.9083333,75.63915525,83.24657534,3.340011416,394,900.8333333
343,Santo Augusto,RS,BRA_RS_Santo.Augusto.869520_INMET.epw,INMET,-27.85,-53.78,19.04808219,9.681643836,23.3625,1018.920833,155.7375,70.12956621,83.4609589,3.279315068,550,836.0083333
344,São Borja,RS,BRA_RS_Sao.Borja.869600_INMET.epw,INMET,-28.66,-56,20.6626484,10.48986301,24.9375,1525.1375,364.2083333,82.70639269,86.90251142,2.882020548,83,1233.754167
345,São Gabriel,RS,BRA_RS_Sao.Gabriel.869840_INMET.epw,INMET,-30.34,-54.31,19.07505708,10.39890411,23.18333333,1153.491667,233.85,81.25513699,84.5119863,2.136484018,126,931.8541667
346,São José dos Ausentes,RS,BRA_RS_Sao.Jose.dos.Ausentes.869670_INMET.epw,INMET,-28.75,-50.07,13.8006621,8.12630137,15.5875,143.75,0.95,66.35045662,84.56324201,6.156678082,1244,123.225
347,São Luiz Gonzaga,RS,BRA_RS_Sao.Luiz.Gonzaga.869610_INMET.epw,INMET,-28.41,-54.96,20.26398402,10.88082192,25.49166667,1404.55,313.6458333,86.45011416,86.99360731,2.735,245,1146.629167
348,Soledade,RS,BRA_RS_Soledade.869640_INMET.epw,INMET,-28.85,-52.54,17.40107306,9.062191781,22.1625,745.3708333,85.125,71.45182648,81.4793379,4.299394977,667,649.5083333
349,Torres,RS,BRA_RS_Torres.869810_INMET.epw,INMET,-29.33,-49.73,18.85308219,5.935616438,16.06666667,756.5958333,18.42916667,76.47716895,82.24349315,2.890582192,5,593.9625
350,Tramandaí,RS,BRA_RS_Tramandai.869900_INMET.epw,INMET,-30.01,-50.14,18.97011416,5.074794521,17.5125,787.7,21.825,75.02134703,81.29109589,4.751324201,1,650.7333333
351,Uruguaiana,RS,BRA_RS_Uruguaiana.869730_INMET.epw,INMET,-29.75,-57.09,19.55009132,10.70657534,25.19583333,1293.429167,282.3875,80.74817352,85.25787671,1.898641553,62,1034.925
352,Vacaria,RS,BRA_RS_Vacaria.869660_INMET.epw,INMET,-28.51,-50.88,15.64365297,10.15671233,18.53333333,458.35,30.77916667,64.49634703,84.88276256,3.640091324,986,399.7291667
353,Araranguá,SC,BRA_SC_Ararangua.869710_INMET.epw,INMET,-28.93,-49.5,19.36913242,8.312328767,17.29166667,1044.5625,98.40416667,58.22534247,82.93984018,2.145045662,12,897.6416667
354,Caçador,SC,BRA_SC_Cacador.869430_INMET.epw,INMET,-26.82,-50.84,16.46221461,10.48794521,16.64583333,513.5875,37.08333333,63.63892694,87.22271689,1.882294521,952,443.3583333
355,Curitibanos,SC,BRA_SC_Curitibanos.AP.869560_INMET.epw,INMET,-27.29,-50.6,16.08818493,8.849041096,18.27916667,401.3041667,21.30833333,65.68972603,87.53287671,3.325308219,982,336.4416667
356,Dionísio Cerqueira,SC,BRA_SC_Dionisio.Cerqueira.869360_INMET.epw,INMET,-26.29,-53.63,19.20011416,7.688767123,21.02916667,1007.4,96.23333333,71.70353881,85.03105023,3.651575342,810,888.5125
357,Florianópolis,SC,BRA_SC_Florianopolis.838970_INMET.epw,INMET,-27.6,-48.55,20.91254566,7.186027397,17.35833333,1284.254167,94.0875,61.83778539,85.04589041,2.43010274,2,1077.8125
358,Indaial,SC,BRA_SC_Indaial.838720_INMET.epw,INMET,-26.92,-49.27,19.95671233,8.46630137,18.975,1080.241667,133.25,51.75856164,83.31324201,1.08239726,86,897.3791667
359,Itapoá,SC,BRA_SC_Itapoa.869470_INMET.epw,INMET,-26.12,-48.62,19.94311644,7.498356164,18.04583333,1043.283333,78.03333333,52.45365297,83.91952055,1.329178082,2,863.6
360,Ituporanga,SC,BRA_SC_Ituporanga.869570_INMET.epw,INMET,-27.42,-49.65,18.15084475,9.196438356,21.42916667,821.4333333,101.8375,71.35981735,93.23105023,1.28696347,484,710.2791667
361,Joaçaba,SC,BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET.epw,INMET,-27.17,-51.56,17.61929224,10.31835616,18.00416667,681.2166667,75.09583333,69.60182648,88.24303653,3.021815068,776,567.9208333
362,Major Vieira,SC,BRA_SC_Major.Vieira.869420_INMET.epw,INMET,-26.4,-50.36,16.9647032,9.696986301,17.79583333,588.8833333,58.425,52.48527397,83.59646119,2.251666667,808,522.8166667
363,Novo Horizonte,SC,BRA_SC_Novo.Horizonte.869380_INMET.epw,INMET,-26.41,-52.85,18.10191781,7.469041096,20.95,743.425,40.99166667,69.37876712,85.5239726,3.617853881,960,661.0083333
364,Rio Negrinho,SC,BRA_SC_Rio.Negrinho.869450_INMET.epw,INMET,-26.25,-49.58,16.40135845,9.748493151,16.3375,467.8958333,39.80833333,58.74497717,87.32591324,2.258139269,869,398.5333333
365,Santa Marta,SC,BRA_SC_Santa.Marta.839250_INMET.epw,INMET,-28.6,-48.81,19.42950913,4.445205479,15.22083333,792.5083333,12.99583333,78.61872146,82.99931507,6.583013699,52,660.125
366,São Joaquim,SC,BRA_SC_Sao.Joaquim.869690_INMET.epw,INMET,-28.28,-49.93,13.63542237,7.938356164,15.28333333,136.675,0.470833333,69.59063927,86.00582192,3.123847032,1410,116.9458333
367,São Miguel do Oeste,SC,BRA_SC_Sao.Miguel.do.Oeste.AP.869370_INMET.epw,INMET,-26.78,-53.5,19.65262557,9.346027397,24.55,1187.595833,196.5208333,76.98995434,85.706621,2.99946347,665,1015.129167
368,Urubici,SC,BRA_SC_Urubici.869680_INMET.epw,INMET,-28.13,-49.48,10.83398402,5.783835616,14.8375,10.2375,0,46.43550228,86.55422374,7.378059361,1810,9.070833333
369,Urussanga,SC,BRA_SC_Urussanga.869700_INMET.epw,INMET,-28.53,-49.32,19.64513699,9.927945205,21.42083333,1159.008333,181.3541667,56.20228311,81.78219178,0.756175799,48,1002.041667
370,Xanxerê,SC,BRA_SC_Xanxere.869400_INMET.epw,INMET,-26.94,-52.4,18.04,8.115616438,21.5875,705.0541667,45.55,72.97659817,87.40924658,3.910171233,889,606.7708333
371,Aracaju,SE,BRA_SE_Aracaju.866160_INMET.epw,INMET,-10.91,-37.07,26.52906393,4.631506849,6.020833333,3113.108333,646.8208333,111.3172374,95.04178082,3.379372146,5,2721.5375
372,Brejo Grande,SE,BRA_SE_Brejo.Grande.866180_INMET.epw,INMET,-10.47,-36.48,26.30893836,7.178356164,5.766666667,3032.7625,656.6916667,101.0711187,100.510274,1.527716895,10,2646.904167
373,Carira,SE,BRA_SE_Carira.866150_INMET.epw,INMET,-10.4,-37.75,24.17756849,9.246849315,7.529166667,2261.8,457.6333333,89.56187215,106.5496575,2.955833333,308,1963.258333
374,Itabaianinha,SE,BRA_SE_Itabaianinha.866380_INMET.epw,INMET,-11.27,-37.79,24.60308219,7.821369863,8.158333333,2410.958333,419.2666667,87.88812785,106.2227169,2.884851598,208,2078.529167
375,Poço Verde,SE,BRA_SE_Poco.Verde.866140_INMET.epw,INMET,-10.74,-38.11,24.00705479,9.372876712,8.35,2203.108333,435.6875,81.9847032,108.4863014,3.522454338,362,1912.575
376,Ariranha,SP,BRA_SP_Ariranha.868410_INMET.epw,INMET,-21.13,-48.84,22.18728311,12.40136986,13.55,1766.079167,376.725,70.22271689,96.22100457,1.837614155,525,1551.375
377,Avaré,SP,BRA_SP_Avare.869040_INMET.epw,INMET,-23.1,-48.93,19.59372146,10.16,16.375,1005.329167,121.8041667,80.61312785,92.04372146,2.200901826,654,879.5333333
378,Bauru,SP,BRA_SP_Bauru.837220_INMET.epw,INMET,-22.32,-49.06,20.84113014,11.05424658,15.86666667,1302.6875,217.225,78.76312785,90.99646119,1.692579909,550,1154.7
379,Campinas,SP,BRA_SP_Campinas.837210_INMET.epw,INMET,-22.82,-47.06,22.04038813,11.71205479,16.20833333,1649.520833,361.075,56.7826484,98.74018265,2.179429224,640,1494.220833
380,Campos do Jordão,SP,BRA_SP_Campos.do.Jordao.868720_INMET.epw,INMET,-22.74,-45.59,15.31269406,9.79890411,11.96666667,261.6583333,3.491666667,73.53116438,91.91438356,2.047979452,1642,223.4625
